 ,X,Y
1,210.688,315.500
2,213.031,315.500
3,215.219,315.562
4,217.469,315.562
5,220.031,315.594
6,222.062,315.594
7,224.281,315.688
8,239.000,330.938
9,239.062,333.500
10,239.125,336.000
11,238.938,338.000
12,238.812,339.938
13,239.062,342.500
14,239.125,344.812
