 ,X,Y
1,293.969,318.781
2,296.031,318.781
3,298.031,318.781
4,300.000,318.875
5,302.062,319.125
6,304.062,319.031
7,306.094,318.938
8,318.062,332.000
9,318.031,333.844
10,318.094,335.875
11,318.031,337.906
12,317.969,339.812
13,318.031,341.812
14,317.938,343.875
