 ,X,Y
1,332.000,321.000
2,333.531,321.031
3,335.031,321.000
4,336.438,321.031
5,337.875,321.062
6,339.344,321.094
7,341.000,321.125
8,354.156,333.031
9,354.062,334.500
10,354.031,335.781
11,354.062,337.000
12,353.906,338.156
13,354.156,339.594
14,354.250,340.906
