 ,X,Y
1,252.917,317.875
2,255.542,318.000
3,257.792,317.917
4,259.792,318.000
5,261.833,318.083
6,263.958,318.000
7,265.875,318.167
8,279.792,331.917
9,279.875,333.958
10,280.042,335.792
11,280.042,337.833
12,280.083,339.792
13,280.125,341.958
14,280.000,344.125
