 ,X,Y
1,103.875,159.062
2,105.000,158.969
3,105.938,159.125
4,107.000,159.156
5,107.938,159.188
6,109.531,159.125
7,111.062,159.125
8,113.938,166.125
9,114.000,166.969
10,114.031,167.844
11,114.000,169.531
12,114.031,170.906
13,114.000,172.000
14,114.000,172.938
