 ,X,Y
1,125.000,158.906
2,126.000,158.844
3,126.969,159.000
4,127.906,159.031
5,128.844,159.031
6,129.938,159.031
7,130.906,159.000
8,134.062,166.000
9,133.969,166.969
10,134.031,167.938
11,134.031,169.000
12,133.969,169.906
13,134.000,170.969
14,134.031,172.000
