 ,X,Y
1,165.031,161.062
2,166.031,161.062
3,166.906,161.062
4,167.531,161.062
5,168.156,161.062
6,169.062,161.062
7,169.938,161.031
8,172.094,165.906
9,172.031,166.938
10,172.031,167.938
11,172.031,168.906
12,171.938,169.812
13,171.938,170.406
14,172.000,171.094
