 ,X,Y
1,145.969,133.969
2,146.938,133.938
3,147.875,133.938
4,148.438,133.969
5,148.938,134.000
6,149.938,133.969
7,150.938,133.938
8,154.969,139.969
9,155.000,141.000
10,154.938,141.812
11,154.969,142.375
12,155.000,143.156
13,155.031,144.125
14,155.062,144.969
