 ,X,Y
1,125.812,136.938
2,126.781,136.906
3,127.844,137.000
4,128.812,136.938
5,129.875,136.906
6,130.875,136.938
7,131.812,136.938
8,138.969,139.875
9,138.938,140.906
10,138.938,141.938
11,138.938,142.969
12,139.000,143.906
13,138.969,144.969
14,138.969,145.969
