 ,X,Y
1,164.781,133.906
2,165.812,134.094
3,166.875,134.125
4,168.000,134.125
5,169.031,134.125
6,169.656,134.125
7,170.125,134.156
8,173.062,138.688
9,172.906,139.625
10,172.781,140.406
11,172.906,141.125
12,172.938,142.031
13,172.969,142.969
14,173.000,144.000
