 ,X,Y
1,104.031,131.719
2,104.906,131.938
3,106.000,132.000
4,107.469,131.969
5,108.969,131.844
6,110.000,132.062
7,110.969,132.062
8,114.000,139.062
9,113.969,140.312
10,113.969,141.438
11,113.875,142.656
12,114.000,143.969
13,114.000,145.000
14,113.969,145.938
