 ,X,Y
1,145.906,158.094
2,146.750,157.844
3,147.781,158.062
4,148.781,157.844
5,149.969,158.188
6,150.844,158.062
7,151.938,158.031
8,154.844,163.938
9,154.844,164.844
10,154.875,165.844
11,155.094,166.750
12,155.125,167.719
13,154.969,168.250
14,154.969,168.844
