 ,X,Y
1,103.969,156.969
2,105.438,156.938
3,106.969,156.812
4,107.938,157.000
5,109.031,156.969
6,110.000,156.875
7,111.062,157.000
8,119.000,164.938
9,119.125,166.000
10,118.969,167.000
11,119.031,167.938
12,119.125,168.969
13,119.125,169.938
14,119.031,170.875
