 ,X,Y
1,125.938,157.938
2,126.938,157.938
3,128.031,157.938
4,129.031,158.000
5,130.031,157.938
6,130.969,157.969
7,132.031,157.938
8,136.969,163.969
9,137.000,164.875
10,137.125,165.969
11,137.031,167.094
12,136.938,168.031
13,136.875,169.031
14,137.156,170.062
