 ,X,Y
1,248.688,319.875
2,250.875,319.875
3,252.875,319.875
4,255.625,320.000
5,257.938,319.875
6,260.000,319.812
7,261.875,320.000
8,275.812,333.000
9,275.938,335.062
10,275.875,336.875
11,275.938,339.562
12,276.125,341.812
13,275.875,343.812
14,276.125,345.875
