 ,X,Y
1,327.688,321.062
2,329.500,321.000
3,331.083,321.083
4,332.292,321.000
5,333.792,320.750
6,335.958,320.750
7,337.667,320.917
8,350.125,332.000
9,350.125,333.125
10,350.125,334.625
11,350.042,335.875
12,350.000,337.333
13,350.167,339.167
14,350.208,341.250
