 ,X,Y
1,290.083,319.750
2,292.000,319.875
3,293.667,319.833
4,295.958,319.958
5,297.958,319.917
6,300.083,319.958
7,301.875,319.875
8,314.000,332.958
9,313.958,334.875
10,314.000,336.917
11,314.000,339.000
12,314.042,340.917
13,314.083,342.500
14,314.083,344.167
