 ,X,Y
1,290.958,321.708
2,293.000,321.792
3,294.875,321.792
4,296.958,321.958
5,298.792,321.875
6,300.792,321.958
7,302.792,321.833
8,314.875,334.083
9,314.917,335.917
10,314.917,337.958
11,314.917,339.917
12,315.083,341.875
13,315.000,343.958
14,314.958,346.000
