 ,X,Y
1,330.958,333.917
2,332.583,333.917
3,333.958,333.958
4,335.042,333.958
5,335.917,333.958
6,336.917,334.042
7,337.875,334.042
8,351.000,333.917
9,350.917,335.958
10,351.000,337.875
11,351.042,338.958
12,351.000,340.000
13,351.000,342.958
14,350.917,345.000
