 ,X,Y
1,207.938,319.750
2,209.875,320.000
3,212.062,319.875
4,214.438,320.125
5,217.000,319.938
6,218.875,320.000
7,220.875,319.812
8,236.312,334.750
9,236.312,336.750
10,235.750,338.750
11,236.000,341.188
12,235.812,343.875
13,235.875,346.000
14,235.875,347.688
