 ,X,Y
1,144.906,161.094
2,146.031,160.969
3,146.938,161.000
4,147.906,161.094
5,148.875,161.094
6,149.938,161.094
7,151.062,161.031
8,154.000,166.938
9,153.938,167.875
10,153.969,168.906
11,153.875,169.562
12,153.844,170.250
13,153.938,171.156
14,154.000,172.156
