 ,X,Y
1,124.969,162.969
2,125.969,162.938
3,127.031,163.031
4,127.938,162.969
5,128.875,163.062
6,130.031,163.031
7,131.125,163.062
8,136.062,166.938
9,136.062,167.938
10,135.906,168.875
11,135.906,170.000
12,135.938,171.000
13,136.000,171.938
14,136.031,173.000
