 ,X,Y
1,163.906,161.906
2,164.844,161.938
3,165.781,161.875
4,166.844,161.938
5,168.000,162.031
6,168.750,162.094
7,169.125,162.094
8,171.062,165.969
9,171.094,166.625
10,171.062,167.375
11,170.969,168.250
12,171.000,169.062
13,171.000,169.938
14,171.000,171.000
